selector_name,url
.list_top,"https://www.town.aizubange.fukushima.jp/life/5/index-2.html"
.newslist_ul,"https://www.vill.yugawa.fukushima.jp/index.html"
.docs,"https://www.town.yanaizu.fukushima.jp/categories/bunya/sangyo-shigoto/more@docs_1.html"
.contents03_li,"http://www.town.mishima.fukushima.jp/new-info"
.shinChakulist,"https://www.town.kaneyama.fukushima.jp/life/2/index-2.html"
.section,"https://www.town.aizumisato.fukushima.jp/040/news.html"
.list,"https://www.vill.nishigo.fukushima.jp/sangyo_business/index.html"
#dirNewsList,"https://www.vill.izumizaki.fukushima.jp/page/dir000006.html"
.list_index,"http://www.vill-nakajima.jp/news.php?type=0"
#dirNewsList,"http://www.town.yabuki.fukushima.jp/page/dir000005.html"
.newsListIndex,"http://www.town.tanagura.fukushima.jp/news.php?type=0"
#dirNewsList,"http://www.town.hanawa.fukushima.jp/page/dir000005.html"
.newsListIndex,"https://www.vill.samegawa.fukushima.jp/news.php?type=0"
.page_list,"https://www.town.ishikawa.fukushima.jp/info/"
.Temp-List,"https://www.vill.tamakawa.fukushima.jp/living/living_agri/"
.subNews,"https://www.vill.hirata.fukushima.jp/life/4/index-2.html"
.article-list,"http://www.town.asakawa.fukushima.jp/information/"
.topics_list,"https://www.town.furudono.fukushima.jp/news-topikkusu/index.html"
.list_ccc,"https://www.town.miharu.fukushima.jp/life/2/index-2.html"
.list_ccc,"https://www.town.ono.fukushima.jp/life/3/index-2.html"
.wb-contents,"https://www.town.hirono.fukushima.jp/kikaku/news.html"
.InPage--PageList,"https://www.town.naraha.lg.jp/information/"
.list,"https://www.tomioka-town.jp/news.html"
.newsListIndex,"http://www.kawauchimura.jp/news.php?type=0"
.list_ccc,"https://www.town.okuma.fukushima.jp/life/4/index-2.html"
.PickUp_info,"https://www.town.fukushima-futaba.lg.jp/dd.aspx?moduleid=1099&_PickUp_para=15#moduleid1099"
.list_ccc,"https://www.town.namie.fukushima.jp/life/11/index-2.html"
#news_list,"https://www.katsurao.org/life/2/index-2.html"
.list_ccc,"https://www.shinchi-town.jp/life/2/index-2.html"
.list_ccc,"https://www.vill.iitate.fukushima.jp/life/4/index-2.html"
#tmp_contents,"https://www.pref.ibaraki.jp/bosyu.html"
.list,"https://www.city.mito.lg.jp/001437/news.html"
.list,"https://www.city.hitachi.lg.jp/jigyo/004/index.html"
#dirNewsList,"https://www.city.tsuchiura.lg.jp/page/dir000004.html"
.list,"https://www.city.ibaraki-koga.lg.jp/news.html"
#dirNews,"https://www.city.ishioka.lg.jp/page/dir000008.html"
.newsListIndex,"https://www.city.yuki.lg.jp/page/dir000018.html"
.info-list,"https://www.city.ryugasaki.ibaraki.jp/jigyosha/allNewsList.html"
.newsListIndex,"https://www.city.shimotsuma.lg.jp/news.php?type=0"
.list,"http://www.city.joso.lg.jp/jigyosha/index.html"
#dirNewsList,"http://www.city.hitachiota.ibaraki.jp/page/dir004986.html"
#dirNewsList,"https://www.city.takahagi.ibaraki.jp/page/dir000004.html"
.docs,"https://www.city.kitaibaraki.lg.jp/category/bunya/jigyo/more@docs-shinchaku.html"
.newsListIndex,"https://www.city.kasama.lg.jp/page/dir001526.html"
#tmp_shinchaku_list_cnt,"https://www.city.toride.ibaraki.jp/jigyosha/shinchaku.html"
.newsListIndex,"https://www.city.ushiku.lg.jp/news.php?type=0"
.news,"https://www.city.tsukuba.lg.jp/jigyosha/index.html"
#contentinner,"https://www.city.hitachinaka.lg.jp/newslist.html"
.section_information_list,"https://city.kashima.ibaraki.jp/life/11/index-2.html"
#dirNewsList,"https://www.city.itako.lg.jp/page/dir002201.html"
.info-list,"https://www.city.moriya.ibaraki.jp/allNewsList.html"
#dirNewsList,"https://www.city.hitachiomiya.lg.jp/page/dir000005.html"
.newsListIndex,"https://www.city.naka.lg.jp/page/dir000016.html"
#dirNewsList,"https://www.city.chikusei.lg.jp/page/dir000004.html"
#dirNews,"https://www.city.bando.lg.jp/page/dir000005.html"
#dirNewsList,"https://www.city.inashiki.lg.jp/page/dir000005.html"
#mainContents,"https://www.city.kasumigaura.lg.jp/news.php?type=0"
#dirNewsList,"https://www.city.sakuragawa.lg.jp/page/dir000006.html"
.newslist,"https://www.city.kamisu.ibaraki.jp/business/1004420.html"
#dir,"https://www.city.namegata.ibaraki.jp/page/dir000020.html"
#dirNewsList,"https://www.city.hokota.lg.jp/page/dir000008.html"
.newsListIndex,"https://www.city.tsukubamirai.lg.jp/news.php?type=0"
.notice-box,"https://www.city.omitama.lg.jp/viewer/list-notice.html?idSubTop=2&id=2"
.notice-box,"https://www.town.ibaraki.lg.jp/viewer/list-notice.html?idSubTop=1&id=1"
.archive,"https://www.town.oarai.lg.jp/news/"
#dirNews,"https://www.town.shirosato.lg.jp/page/dir000004.html"
.list,"https://www.vill.tokai.ibaraki.jp/sangyo_business/index.html"
.newsListIndex,"https://www.town.daigo.ibaraki.jp/news.php?type=0"
#dirNewsList,"https://www.vill.miho.lg.jp/page/dir000006.html"
.main_naka_new cat_new,"https://www.town.ami.lg.jp/category/15-0-0-0-0-0-0-0-0-0.html"
#dirNewsList,"http://www.town.ibaraki-kawachi.lg.jp/page/dir000005.html"
.list_index,"https://www.town.ibaraki-yachiyo.lg.jp/news.php?type=0"
.list_index,"https://www.town.goka.lg.jp/page/dir000008.html"
.list_index,"https://www.town.ibaraki-sakai.lg.jp/page/dir000010.html"
#dir,"http://www.town.tone.ibaraki.jp/page/dir000734.html"
#tmp_contents,"https://www.pref.tochigi.lg.jp/kurashi/shinchaku.html"
.news,"https://www.city.utsunomiya.tochigi.jp/sangyo/index.html"
.list_ccc,"https://www.city.ashikaga.tochigi.jp/life/2/index-2.html"
.list_ccc,"https://www.city.tochigi.lg.jp/life/2/index-2.html"
.list,"https://www.city.sano.lg.jp/news.html"
.notice-box,"https://www.city.kanuma.tochigi.jp/viewer/list-notice.html?idSubTop=1&id=1"
.datatable,"https://www.city.nikko.lg.jp/jigyosha/index.html"
.list_ccc,"https://www.city.oyama.tochigi.jp/life/2/index-2.html"
.list,"https://www.city.moka.lg.jp/toppage/news.html"
.docs,"https://www.city.ohtawara.tochigi.jp/category/bunya/industry/more@docs-shinchaku.html"
.list_ccc,"https://www.city.yaita.tochigi.jp/life/10/index-2.html"
.list,"https://www.city.nasushiobara.lg.jp/news_list.html"
.list_ccc,"https://www.city.tochigi-sakura.lg.jp/life/2/index-2.html"
#dirNewsList,"https://www.city.nasukarasuyama.lg.jp/page/dir000006.html"
.notice-box,"http://www.city.shimotsuke.lg.jp/viewer/list-notice.html?idSubTop=7&id=10"
.notice-box,"https://www.town.kaminokawa.lg.jp/viewer/list-notice.html?id=1#"
.list_index,"http://www.town.mashiko.tochigi.jp/news.php"
.table,"https://www.town.motegi.tochigi.jp/motegi/news.php"
#WhatsNew_DL_IFL_DLU_LIST,"https://www.town.ichikai.tochigi.jp/local//common/controls/alllist/AllList.aspx?type=new"
.list_table,"https://www.town.tochigi-haga.lg.jp/menu/jigyosha/index.html"
.latest,"https://www.town.mibu.tochigi.jp/bunya/kankosangyo/more.html"
.list_index,"https://www.town.nogi.lg.jp/page/dir000010.html"
.box-container__main,"https://www.town.shioya.tochigi.jp/mg/9"
#infoArea,"https://www.town.takanezawa.tochigi.jp/information/index.html"
.notice-box,"https://www.town.nasu.lg.jp/viewer/list-notice.html?idSubTop=1&id=1"
#oshirase,"http://www.town.tochigi-nakagawa.lg.jp/02news/index.html"
.list-type04,"https://www.pref.gunma.jp/hojyokin/index.html#10006"
.level1col2,"https://www.city.maebashi.gunma.jp/sangyo_business/4/1/index.html"
.body,"https://www.city.takasaki.gunma.jp/jigyousha/"
.objectlink,"https://www.city.kiryu.lg.jp/sangyou/index.html"
.list,"https://www.city.isesaki.lg.jp/sangyo/index.html"
#news,"https://www.city.ota.gunma.jp/001news/index.html"
.news,"https://www.city.numata.gunma.jp/jigyosha/index.html"
.news,"https://www.city.tatebayashi.gunma.jp/li/kurashi/news.html"
.news-box,"https://www.city.shibukawa.lg.jp/sangyou/index.html"
.list,"https://www.city.fujioka.gunma.jp/shigoto_sangyo/index.html"
.news,"https://www.city.tomioka.lg.jp/www/genre/0000000000000/1001050000101/index.html"
#topicslist,"https://www.city.annaka.lg.jp/news/index.html"
#news_area,"https://www.city.midori.gunma.jp/www/genre/1000000000147/index.html"
.notice-box,"https://www.vill.shinto.gunma.jp/viewer/list-notice.html?id=1"
.newslist-contents,"https://www.town.yoshioka.gunma.jp/business/"
#contents,"http://www.uenomura.jp/vill-news/index.html"
.menu_list,"https://www.town.shimonita.lg.jp/new_list.html"
.contents_list,"https://www.town.kanra.lg.jp/new.html"
